record_id,road_id,road_name,segment_name,area,road_class,segment_length_km,center_lat,center_lon,distance_from_aust_km,day_of_week,day_type,hour,time_slot,weather_condition,congestion_index_0_100,traffic_level,db_traffic_level,avg_speed_car_kph,avg_speed_motorbike_kph,avg_speed_rickshaw_kph,avg_speed_bus_kph,avg_speed_walk_kph,travel_min_per_km_car,travel_min_per_km_motorbike,travel_min_per_km_rickshaw,travel_min_per_km_bus,travel_min_per_km_walk,bus_available,expected_bus_wait_min,road_condition_score_0_100,synthetic_hazard_probability,data_status,notes
T0002547,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,2,02:00,Clear,15,Free,LOW,36.4,35.2,13.2,24.9,4.7,1.649,1.705,4.541,2.405,12.766,1,13.7,91,0.036,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002548,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,3,03:00,Rain,26,Light,LOW,32.2,33.1,12.6,22.1,4.7,1.86,1.81,4.749,2.713,12.766,1,14.6,93,0.113,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002549,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,4,04:00,Clear,16,Free,LOW,36.0,35.0,13.2,24.7,4.7,1.667,1.714,4.559,2.431,12.766,1,13.5,80,0.038,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002550,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,5,05:00,Clear,12,Free,LOW,37.5,35.8,13.4,25.7,4.7,1.6,1.678,4.488,2.333,12.766,1,13.2,88,0.06,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002551,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,6,06:00,Clear,39,Light,MODERATE,27.4,30.7,12.0,18.8,4.7,2.192,1.953,5.02,3.196,12.766,1,8.6,95,0.112,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002552,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,7,07:00,Rain,61,Heavy,HEAVY,19.1,26.6,10.8,13.1,4.7,3.137,2.254,5.557,4.575,12.766,1,9.3,85,0.168,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002553,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,8,08:00,Clear,62,Heavy,HEAVY,18.8,26.4,10.7,12.9,4.7,3.2,2.27,5.584,4.667,12.766,1,8.4,83,0.133,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002554,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,9,09:00,Clear,88,Severe,SEVERE,9.0,21.6,9.4,6.2,4.7,6.667,2.781,6.397,9.722,12.766,1,10.2,94,0.177,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002555,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,10,10:00,Rain,73,Heavy,HEAVY,14.6,24.4,10.2,10.0,4.7,4.103,2.461,5.901,5.983,12.766,1,9.8,92,0.209,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002556,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,11,11:00,Clear,59,Moderate,HEAVY,19.9,27.0,10.9,13.6,4.7,3.019,2.223,5.503,4.403,12.766,1,8.5,94,0.122,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002557,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,12,12:00,Clear,47,Moderate,MODERATE,24.4,29.2,11.5,16.7,4.7,2.462,2.053,5.203,3.59,12.766,1,8.0,85,0.128,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002558,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,13,13:00,Clear,47,Moderate,MODERATE,24.4,29.2,11.5,16.7,4.7,2.462,2.053,5.203,3.59,12.766,1,8.1,90,0.104,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002559,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,14,14:00,Rain,54,Moderate,MODERATE,21.7,27.9,11.2,14.9,4.7,2.759,2.149,5.374,4.023,12.766,1,8.3,89,0.175,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002560,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,15,15:00,Clear,49,Moderate,MODERATE,23.6,28.9,11.4,16.2,4.7,2.54,2.079,5.25,3.704,12.766,1,8.1,84,0.126,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002561,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,16,16:00,Clear,54,Moderate,MODERATE,21.7,27.9,11.2,14.9,4.7,2.759,2.149,5.374,4.023,12.766,1,8.6,77,0.139,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002562,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,17,17:00,Clear,59,Moderate,HEAVY,19.9,27.0,10.9,13.6,4.7,3.019,2.223,5.503,4.403,12.766,1,8.1,95,0.145,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002563,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,18,18:00,Rain,87,Severe,SEVERE,9.4,21.8,9.4,6.4,4.7,6.4,2.757,6.361,9.333,12.766,1,9.7,92,0.197,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002564,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,19,19:00,Clear,91,Severe,SEVERE,7.9,21.0,9.2,5.4,4.7,7.619,2.855,6.506,11.111,12.766,1,10.3,86,0.194,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002565,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,20,20:00,Clear,78,Heavy,HEAVY,12.8,23.4,9.9,8.7,4.7,4.706,2.559,6.058,6.863,12.766,1,8.7,86,0.17,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002566,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,21,21:00,Clear,67,Heavy,HEAVY,16.9,25.5,10.5,11.6,4.7,3.556,2.353,5.724,5.185,12.766,1,8.0,85,0.125,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002567,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,22,22:00,Clear,60,Heavy,HEAVY,19.5,26.8,10.8,13.4,4.7,3.077,2.239,5.53,4.487,12.766,1,8.4,82,0.148,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002568,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Tuesday,Weekday,23,23:00,Clear,43,Moderate,MODERATE,25.9,30.0,11.7,17.7,4.7,2.319,2.002,5.11,3.382,12.766,1,14.6,84,0.112,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002569,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,0,00:00,Clear,25,Light,LOW,32.6,33.3,12.7,22.4,4.7,1.839,1.8,4.729,2.682,12.766,1,13.1,91,0.07,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002570,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,1,01:00,Clear,4,Free,LOW,40.5,37.3,13.8,27.8,4.7,1.481,1.611,4.351,2.16,12.766,1,13.4,95,0.019,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002571,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,2,02:00,Clear,20,Light,LOW,34.5,34.3,12.9,23.7,4.7,1.739,1.751,4.633,2.536,12.766,1,14.7,90,0.048,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002572,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,3,03:00,Clear,13,Free,LOW,37.1,35.6,13.3,25.5,4.7,1.616,1.687,4.505,2.357,12.766,1,13.3,91,0.051,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002573,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,4,04:00,Clear,16,Free,LOW,36.0,35.0,13.2,24.7,4.7,1.667,1.714,4.559,2.431,12.766,1,13.7,81,0.049,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002574,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,5,05:00,Clear,22,Light,LOW,33.8,33.9,12.8,23.1,4.7,1.778,1.77,4.671,2.593,12.766,1,13.9,81,0.055,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002575,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,6,06:00,Clear,39,Light,MODERATE,27.4,30.7,12.0,18.8,4.7,2.192,1.953,5.02,3.196,12.766,1,7.7,87,0.09,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002576,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,7,07:00,Clear,45,Moderate,MODERATE,25.1,29.6,11.6,17.2,4.7,2.388,2.027,5.156,3.483,12.766,1,8.0,82,0.108,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002577,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,8,08:00,Clear,64,Heavy,HEAVY,18.0,26.1,10.6,12.3,4.7,3.333,2.303,5.639,4.861,12.766,1,9.4,90,0.141,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002578,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,9,09:00,Clear,83,Severe,SEVERE,10.9,22.5,9.6,7.5,4.7,5.517,2.665,6.222,8.046,12.766,1,8.8,89,0.181,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002579,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,10,10:00,Clear,72,Heavy,HEAVY,15.0,24.6,10.2,10.3,4.7,4.0,2.443,5.871,5.833,12.766,1,8.3,88,0.146,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002580,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,11,11:00,Clear,59,Moderate,HEAVY,19.9,27.0,10.9,13.6,4.7,3.019,2.223,5.503,4.403,12.766,1,8.1,89,0.125,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002581,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,12,12:00,Clear,43,Moderate,MODERATE,25.9,30.0,11.7,17.7,4.7,2.319,2.002,5.11,3.382,12.766,1,8.1,86,0.111,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002582,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,13,13:00,Clear,38,Light,MODERATE,27.8,30.9,12.0,19.0,4.7,2.162,1.941,4.998,3.153,12.766,1,8.5,88,0.078,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002583,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,14,14:00,Clear,50,Moderate,MODERATE,23.2,28.7,11.4,15.9,4.7,2.581,2.093,5.275,3.763,12.766,1,7.2,80,0.128,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002584,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,15,15:00,Clear,42,Moderate,MODERATE,26.2,30.2,11.8,18.0,4.7,2.286,1.989,5.087,3.333,12.766,1,8.0,80,0.111,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002585,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,16,16:00,Clear,61,Heavy,HEAVY,19.1,26.6,10.8,13.1,4.7,3.137,2.254,5.557,4.575,12.766,1,8.3,91,0.145,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002586,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,17,17:00,Clear,57,Moderate,HEAVY,20.6,27.4,11.0,14.1,4.7,2.909,2.193,5.451,4.242,12.766,1,7.5,83,0.129,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002587,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,18,18:00,Clear,83,Severe,SEVERE,10.9,22.5,9.6,7.5,4.7,5.517,2.665,6.222,8.046,12.766,1,8.5,86,0.18,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002588,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,19,19:00,Clear,94,Severe,SEVERE,6.7,20.5,9.1,4.6,4.7,8.889,2.933,6.619,12.963,12.766,1,9.3,86,0.178,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002589,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,20,20:00,Clear,85,Severe,SEVERE,10.1,22.1,9.5,6.9,4.7,5.926,2.71,6.291,8.642,12.766,1,9.8,93,0.178,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002590,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,21,21:00,Clear,69,Heavy,HEAVY,16.1,25.1,10.4,11.1,4.7,3.721,2.388,5.782,5.426,12.766,1,9.7,97,0.157,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002591,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,22,22:00,Clear,51,Moderate,MODERATE,22.9,28.5,11.3,15.7,4.7,2.623,2.107,5.299,3.825,12.766,1,7.7,94,0.13,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002592,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Wednesday,Weekday,23,23:00,Clear,48,Moderate,MODERATE,24.0,29.0,11.5,16.5,4.7,2.5,2.066,5.226,3.646,12.766,1,14.0,81,0.098,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002593,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Thursday,Weekday,0,00:00,Clear,36,Light,MODERATE,28.5,31.3,12.1,19.5,4.7,2.105,1.918,4.955,3.07,12.766,1,14.4,94,0.101,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002594,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Thursday,Weekday,1,01:00,Clear,9,Free,LOW,38.6,36.3,13.5,26.5,4.7,1.553,1.652,4.435,2.265,12.766,1,14.0,78,0.059,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002595,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Thursday,Weekday,2,02:00,Clear,12,Free,LOW,37.5,35.8,13.4,25.7,4.7,1.6,1.678,4.488,2.333,12.766,1,13.1,89,0.05,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002596,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Thursday,Weekday,3,03:00,Clear,12,Free,LOW,37.5,35.8,13.4,25.7,4.7,1.6,1.678,4.488,2.333,12.766,1,13.5,84,0.058,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002597,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Thursday,Weekday,4,04:00,Clear,18,Free,LOW,35.2,34.6,13.1,24.2,4.7,1.702,1.732,4.596,2.482,12.766,1,14.2,88,0.07,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002598,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Thursday,Weekday,5,05:00,Clear,11,Free,LOW,37.9,35.9,13.4,26.0,4.7,1.584,1.669,4.47,2.31,12.766,1,14.1,88,0.061,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002599,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Thursday,Weekday,6,06:00,Clear,37,Light,MODERATE,28.1,31.1,12.1,19.3,4.7,2.133,1.93,4.976,3.111,12.766,1,6.7,85,0.092,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002600,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Thursday,Weekday,7,07:00,Clear,38,Light,MODERATE,27.8,30.9,12.0,19.0,4.7,2.162,1.941,4.998,3.153,12.766,1,7.0,85,0.075,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002601,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Thursday,Weekday,8,08:00,Rain,74,Heavy,HEAVY,14.2,24.2,10.1,9.8,4.7,4.211,2.48,5.932,6.14,12.766,1,8.5,96,0.174,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002602,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Thursday,Weekday,9,09:00,Clear,83,Severe,SEVERE,10.9,22.5,9.6,7.5,4.7,5.517,2.665,6.222,8.046,12.766,1,8.9,91,0.159,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002603,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Thursday,Weekday,10,10:00,Clear,72,Heavy,HEAVY,15.0,24.6,10.2,10.3,4.7,4.0,2.443,5.871,5.833,12.766,1,7.9,86,0.135,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002604,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Thursday,Weekday,11,11:00,Clear,54,Moderate,MODERATE,21.7,27.9,11.2,14.9,4.7,2.759,2.149,5.374,4.023,12.766,1,8.6,98,0.119,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
T0002605,R0016,Kazi Nazrul Islam Avenue,Kazi Nazrul Islam Avenue - Segment 1,Farmgate/Banglamotor,trunk,1.333,23.7511,90.390325,2.19,Thursday,Weekday,12,12:00,Clear,39,Light,MODERATE,27.4,30.7,12.0,18.8,4.7,2.192,1.953,5.02,3.196,12.766,1,7.4,88,0.09,SYNTHETIC_DEVELOPMENT,"AUST center: 23.76361,90.40694; road catalog curated for SafePath prototyping; traffic values generated synthetically"
